Township,Area,State,Tenure,Type,Bedrooms,Bathrooms,Median_Price,Median_PSF,House_Size_SQFT,Transactions,Safety_Score,Crime_Risk,Distance_to_Public_Transport_KM,Distance_to_Mall_KM,Distance_to_School_KM,Distance_to_Hospital_KM,Flood_Risk,Estimated_Rental_Yield_Pct,Historical_Capital_Appreciation_3Yr_Pct,Est_Monthly_Mortgage_RM
Pangsapuri Nusa Indah,Bukit Mertajam,Penang,Freehold,Apartment,3,2,130000,173,751,17,76,Low,5.10,9.80,1.50,3.00,Medium,5.30,4.54,
Impiana,Iskandar Puteri (Nusajaya),Johor,Freehold,Apartment,3,2,460000,415,"1,108",17,76,Low,6.50,5.40,1.50,3.00,Low,4.81,5.46,
D'Cassia,Semenyih,Selangor,Freehold,Apartment,3,2,260000,306,850,17,73,Moderate,1.50,6.00,3.50,6.00,Low,3.37,3.79,
Angkasa Apartment,Kota Kinabalu,Sabah,Leasehold,Apartment,3,2,300000,353,850,17,75,Low,27.10,3.60,1.80,7.30,Low,3.75,2.58,
Desa Palma,Nilai,Negeri Sembilan,Freehold,Apartment,3,2,180000,228,789,17,80,Low,6.70,3.90,0.90,10.10,Low,5.06,3.42,
Taman Soga,Batu Pahat,Johor,Freehold,Flat,2,1,85000,138,616,17,77,Low,1.50,1.10,2.60,4.10,Low,4.25,4.86,
Menara U,Shah Alam,Selangor,Leasehold,Service Residence,3,2,335000,586,572,17,73,Moderate,3.80,2.80,0.50,8.30,Medium,4.11,4.55,
Desa Green,Taman Desa,Kuala Lumpur,Freehold,Service Residence,3,2,480000,624,769,17,70,Moderate,2.20,2.30,1.70,6.00,High,2.56,4.32,
Menara Menjalara,Bandar Menjalara,Kuala Lumpur,Freehold,Condominium,3,2,430000,400,"1,075",17,69,Moderate,3.40,4.60,5.20,4.50,Low,5.43,5.46,
Kenari,Skudai,Johor,Freehold,Flat,2,1,130000,198,657,17,73,Moderate,4.40,2.50,5.10,5.60,Low,4.68,5.16,
Flat Bukit Indah,Iskandar Puteri (Nusajaya),Johor,Freehold,Flat,2,1,200000,266,752,17,72,Moderate,2.70,2.10,0.70,8.90,Low,3.66,3.24,
Idaman Senibong,Permas Jaya,Johor,Leasehold,Apartment,3,2,290000,344,843,17,78,Low,11.30,2.30,2.10,4.00,Low,5.39,2.91,
Taman Anika,Melaka City,Melaka,Leasehold,Flat,2,1,78000,138,565,17,78,Low,29.10,4.20,1.90,1.80,Medium,3.64,2.05,
Verve Suites,Mont Kiara,Kuala Lumpur,Freehold,Service Residence,3,2,719000,885,812,17,69,Moderate,3.50,2.60,1.70,3.80,Low,3.36,4.31,
Permas Ville Apartment,Permas Jaya,Johor,Freehold,Apartment,3,2,400000,345,"1,159",17,72,Moderate,2.90,5.10,3.10,7.40,Low,3.87,5.26,
Perdana Exclusive,Damansara Perdana,Selangor,Leasehold,Condominium,3,2,340000,380,895,17,71,Moderate,2.70,1.10,0.80,4.60,High,5.30,3.68,
Leader Garden,Tanjung Bungah,Penang,Freehold,Condominium,3,2,440000,396,"1,111",17,78,Low,3.70,9.20,3.20,8.90,Low,4.20,4.61,
Saujana Apartment,Damansara Damai,Selangor,Leasehold,Apartment,3,2,220000,275,800,17,73,Moderate,0.70,2.10,1.30,4.00,Medium,4.72,3.65,
The Sky Executive Suites,Iskandar Puteri (Nusajaya),Johor,Freehold,Service Residence,3,2,460000,433,"1,062",17,75,Low,16.00,1.50,0.50,13.20,Low,2.95,3.54,
Apartment Seri Tulip,Serendah,Selangor,Freehold,Apartment,3,2,160000,198,808,17,70,Moderate,0.90,1.80,0.90,1.80,Low,3.74,3.87,
TAMAN PERMAIPURA,Bedong,Kedah,Freehold,Terrace House,3,2,362000,246,"1,472",16,87,Very Low,50.00,11.40,1.80,5.90,Low,3.58,2.85,
TAMAN BUKIT INDAH,Ulu Klang,Selangor,Leasehold,"Bungalow, Terrace House",5,5,717500,548,"1,309",16,72,Moderate,2.00,8.30,1.10,5.40,High,3.79,3.62,
TAMAN TUNKU MAHERAN,Jitra,Kedah,Freehold,Terrace House,3,2,255000,168,"1,518",16,85,Very Low,8.10,3.60,0.80,8.60,Low,3.76,1.02,
SS14,Subang Jaya,Selangor,Freehold,"Semi D, Terrace House",4,4,869000,390,"2,228",16,75,Low,2.50,5.40,1.10,3.40,Low,3.10,4.88,
M RESIDENCE,Rawang,Selangor,Freehold,Terrace House,3,2,623400,360,"1,732",16,73,Moderate,5.70,3.30,0.50,2.60,Low,3.45,3.92,
TAMAN PENGKALAN MINYAK DAMAI,Ayer Molek,Melaka,Freehold,"Terrace House, Cluster House",4,3,337834,129,"2,619",16,84,Low,24.80,4.20,0.90,8.10,Low,3.48,3.27,
HIJAYU 1,Bandar Sri Sendayan,Negeri Sembilan,Freehold,Terrace House,3,2,500000,283,"1,767",16,75,Low,29.60,4.50,0.80,4.30,Low,3.30,3.00,
"PRIMA PAHANG KAMPUNG BATU 6, LEPAR",Kuantan,Pahang,Leasehold,"Bungalow, Semi D",5,4,152660,51,"2,993",16,86,Very Low,21.10,9.50,0.90,1.80,Low,4.26,2.76,
"ALAM SURIA, PUNCAK ALAM",Bandar Puncak Alam,Selangor,Leasehold,"Terrace House, Cluster House",4,3,522500,288,"1,814",16,76,Low,3.40,2.30,2.60,4.70,Medium,3.32,2.61,
SEREMBAN FOREST HEIGHTS,Ampangan,Negeri Sembilan,Freehold,Terrace House,3,2,637500,412,"1,547",16,79,Low,33.40,8.60,5.30,7.80,Low,2.86,2.41,
TAMAN COLONIAL,Raub,Pahang,Freehold,Terrace House,3,2,470000,285,"1,649",16,84,Low,9.30,6.30,1.50,1.70,Low,3.83,2.10,
TAMAN PUCHONG LAGENDA,Puchong,Selangor,Leasehold,Terrace House,3,2,1365000,947,"1,441",16,72,Moderate,2.20,13.50,1.20,2.20,Low,4.21,3.32,
YARRA PARK (EASTFIELD),Sungai Petani,Kedah,Freehold,Terrace House,3,2,405900,207,"1,961",16,79,Low,8.80,6.80,1.00,5.00,Low,3.71,2.05,
P/L : 10139,Kuantan,Pahang,Freehold,Terrace House,3,2,350000,183,"1,913",16,84,Low,70.90,6.20,1.40,8.70,Low,3.12,3.01,
TAMAN DESA SKUDAI,Skudai,Johor,Freehold,Terrace House,3,2,455000,222,"2,050",16,72,Moderate,18.30,1.90,1.40,4.60,Low,2.68,2.79,
TAMAN RIANG (SPU),Butterworth,Penang,Freehold,Terrace House,3,2,1044400,638,"1,637",16,76,Low,1.20,4.30,2.80,3.50,Medium,3.20,4.09,
TAMAN SENTOSA PERDANA,Klang,Selangor,Freehold,Terrace House,3,2,539000,409,"1,318",16,72,Moderate,3.60,4.10,0.70,12.30,Medium,3.83,5.40,
TAMAN DESA DAMAI,Bentong,Pahang,Freehold,Terrace House,3,2,240000,192,"1,250",16,85,Very Low,43.90,4.90,2.50,1.60,Low,2.13,2.48,
BANDAR LAHAT MINES,Lahat,Perak,Leasehold,Cluster House,4,3,499440,232,"2,153",16,76,Low,8.00,4.20,1.50,9.90,Low,3.57,3.46,
TAMAN CEMPAKA (TELUI KIRI),Teloi Kiri,Kedah,Freehold,Terrace House,3,2,180000,118,"1,525",16,82,Low,17.60,5.70,4.50,4.10,High,4.17,2.78,
TAMAN SRI GEDONG,Sungai Petani,Kedah,Freehold,Terrace House,3,2,232500,159,"1,462",16,77,Low,42.10,5.50,0.70,8.00,Low,3.20,1.40,
TAMAN PUCHONG PRIMA,Puchong,Selangor,Freehold,Terrace House,3,2,562500,451,"1,247",16,68,Moderate,0.60,1.90,3.90,11.20,Low,2.88,4.26,
CAHAYA ALAM,Shah Alam,Selangor,Leasehold,Terrace House,3,2,1209750,533,"2,270",16,67,Moderate,3.50,9.60,1.60,6.00,Medium,3.67,4.41,
SAUJANA PERDANA,Ijok,Selangor,Leasehold,Terrace House,3,2,500000,410,"1,220",16,67,Moderate,1.40,5.50,0.70,5.20,Medium,3.64,3.79,
TAMAN BAGAN,Butterworth,Penang,Freehold,Terrace House,3,2,655000,389,"1,684",16,82,Low,16.50,1.10,1.50,2.20,Low,3.67,2.93,
TAMAN SRI BUNUT,Tanjong Duabelas,Selangor,Freehold,Terrace House,3,2,669000,328,"2,040",16,76,Low,9.40,1.60,1.20,3.80,High,2.37,2.99,
"SEKSYEN 32, SHAH ALAM",Shah Alam,Selangor,Freehold,"Semi D, Terrace House",4,4,487500,316,"1,543",16,76,Low,7.70,3.90,0.60,4.30,Low,4.05,2.73,
LAKE FIELD - MEADOWS & GLADES,Sungai Besi,Kuala Lumpur,Leasehold,Terrace House,3,2,1325000,751,"1,764",16,63,Moderate,2.10,1.60,1.80,5.60,Low,3.84,3.20,
"TAMAN TROPIKA, JEMENTAH",Jementah,Johor,Freehold,Terrace House,3,2,385000,241,"1,598",16,70,Moderate,12.90,3.40,2.50,3.10,Low,3.08,5.25,
TAMAN SRI PALOH,Paloh,Johor,Freehold,"Terrace House, Semi D",4,4,308000,200,"1,540",16,73,Moderate,12.20,5.30,1.40,4.10,Low,3.35,3.13,
TAMAN APAS PERMAI,Tawau,Sabah,Leasehold,Terrace House,3,2,195000,117,"1,667",16,74,Moderate,10.80,6.60,0.50,5.70,Low,2.65,3.30,
TAMAN JAWI JAYA,Sungai Jawi,Penang,Freehold,Semi D,4,4,459000,195,"2,354",16,76,Low,11.60,3.90,1.10,1.90,Low,2.98,4.26,
BANDAR BARU BARAT,Kampar,Perak,Leasehold,Terrace House,3,2,300000,270,"1,111",16,77,Low,5.60,3.80,4.40,6.20,Low,3.06,1.95,
BANDAR BARU SEGARI,Lumut,Perak,Leasehold,Cluster House,4,3,328000,156,"2,103",16,73,Moderate,18.60,3.90,1.20,5.10,Low,2.51,2.72,
LUYANG PERDANA,Kota Kinabalu,Sabah,Leasehold,"Town House, Semi D, Terrace House",4,4,1040000,537,"1,937",16,76,Low,8.90,8.90,0.60,2.60,Low,3.65,1.69,
TAMAN INDAH PERMAI,Kota Kinabalu,Sabah,Leasehold,Terrace House,3,2,520000,335,"1,552",16,71,Moderate,6.90,10.10,0.50,2.40,Low,3.81,3.14,
TAMAN BATU PAHAT,Batu Pahat,Johor,Freehold,"Terrace House, Semi D",4,4,300000,167,"1,796",16,70,Moderate,1.50,10.60,1.90,2.70,Low,4.12,2.98,
TAMAN SELASEH,Batu Caves,Selangor,Leasehold,Terrace House,3,2,550000,340,"1,618",16,75,Low,3.50,1.20,0.50,2.60,Low,2.70,5.08,
TAMAN JAYA UTAMA,Telok Panglima Garang,Selangor,Freehold,Terrace House,3,2,385000,302,"1,275",16,76,Low,1.50,7.40,1.30,6.60,High,2.46,2.51,
TAMAN KULIM UTAMA,Kulim,Kedah,Freehold,"Terrace House, Semi D",4,4,490000,232,"2,112",16,77,Low,24.40,11.00,1.30,2.30,High,4.00,1.82,
TAMAN NUSA PERINTIS II,Iskandar Puteri (Nusajaya),Johor,Freehold,Terrace House,3,2,498500,409,"1,219",16,74,Moderate,1.40,3.20,4.10,8.00,Low,2.95,3.84,
COUNTRY HEIGHTS,Kajang,Selangor,"Leasehold, Freehold","Town House, Bungalow",6,6,499500,346,"1,444",16,76,Low,1.40,1.20,2.30,4.90,Low,3.95,3.51,
TAMAN CAHAYA SURIA,Alor Setar,Kedah,Freehold,"Terrace House, Semi D",4,4,311111,206,"1,510",16,84,Low,16.60,10.60,0.70,4.60,Low,4.05,2.54,
TAMAN MUZAFFAR SHAH,Bukit Katil,Melaka,Leasehold,"Terrace House, Semi D",4,4,280000,172,"1,628",16,84,Low,28.50,9.80,1.30,4.10,Low,3.21,1.81,
TAMAN MUTIARA MAS,Skudai,Johor,Leasehold,Cluster House,4,3,959000,420,"2,283",16,74,Moderate,3.30,1.20,1.00,3.10,Low,2.56,4.37,
TAMAN AUSTIN HEIGHTS,Tebrau,Johor,Freehold,Cluster House,4,3,1200000,442,"2,715",16,74,Moderate,6.90,9.70,1.00,4.00,Low,3.03,5.23,
TAMAN GADONG BAHAGIA,Balai Panjang,Melaka,Freehold,Terrace House,3,2,312000,203,"1,537",16,82,Low,37.60,6.80,0.80,4.20,Medium,3.13,2.28,
TAMAN FLORA,Kuala Kedah,Kedah,Freehold,"Semi D, Terrace House",4,4,421925,189,"2,232",16,78,Low,19.40,7.50,3.50,5.40,Low,2.96,2.97,
TAMAN SRI PUTRA,Banting,Selangor,"Leasehold, Freehold",Terrace House,3,2,342500,220,"1,557",16,69,Moderate,1.20,4.30,0.70,13.20,Low,2.98,3.31,
TAMAN SETIAWANGSA,Setiawangsa,Kuala Lumpur,Freehold,Terrace House,3,2,1140000,593,"1,922",16,69,Moderate,0.60,1.40,2.70,2.70,Low,3.98,4.29,
TROPICANA INDAH RESORT HOMES,Kota Damansara,Selangor,Leasehold,"Terrace House, Bungalow",7,6,2400000,630,"3,810",16,74,Moderate,5.60,9.10,2.40,7.10,Low,3.36,4.33,
TAMAN GUAR PERAHU (TAMAN BERKAT),Kubang Semang,Penang,Freehold,Terrace House,3,2,292500,241,"1,214",16,74,Moderate,1.10,1.70,1.40,5.30,Medium,3.65,3.44,
TAMAN PELANGI SEMENYIH 2,Beranang,Selangor,Freehold,Terrace House,3,2,505000,338,"1,494",16,72,Moderate,5.70,5.40,0.70,14.60,Low,2.08,4.93,
HIJAYU 3,Bandar Sri Sendayan,Negeri Sembilan,Freehold,Terrace House,3,2,505000,277,"1,823",16,78,Low,16.30,10.10,1.00,8.40,Medium,2.30,2.80,
Flat Daisy,Masai,Johor,Leasehold,Flat,2,1,138000,193,715,16,75,Low,17.80,3.20,1.40,3.00,Low,3.39,3.63,
Symphony Heights (Simfoni Heights),Batu Caves,Selangor,Leasehold,Condominium,3,2,380000,380,"1,000",16,77,Low,4.50,3.60,2.50,3.60,High,3.34,4.07,
Sinar Bukit Dumbar,Jelutong,Penang,Freehold,Apartment,3,2,305000,436,700,16,73,Moderate,38.10,4.00,2.30,6.50,Low,4.70,3.01,
Tanjong Puteri Apartment,Pasir Gudang,Johor,Freehold,Apartment,3,2,170000,177,960,16,80,Low,3.60,1.20,3.40,4.00,Medium,4.05,5.29,
Nilai 3,Nilai,Negeri Sembilan,Freehold,Apartment,3,2,100000,135,741,16,78,Low,26.90,4.40,0.90,4.10,Low,4.22,3.01,
Sentrovue,Shah Alam,Selangor,Leasehold,Service Residence,3,2,300000,356,843,16,75,Low,1.80,7.50,1.20,7.00,Low,4.13,5.42,
Sri Angkasa Apartment,Klang,Selangor,Freehold,Flat,2,1,143000,221,647,16,71,Moderate,2.10,1.30,1.50,20.70,Low,5.27,3.45,
Gambier Heights,Gelugor,Penang,Freehold,Apartment,3,2,345000,486,710,16,76,Low,6.90,5.40,0.90,4.30,Medium,5.41,4.94,
Platinum Lake PV 16,Setapak,Kuala Lumpur,Leasehold,Condominium,3,2,520000,364,"1,429",16,71,Moderate,5.70,1.80,1.30,7.60,Low,5.13,2.55,
Sejati Ujana,Sandakan,Sabah,Leasehold,Apartment,3,2,200000,292,685,16,75,Low,67.10,7.90,0.90,11.70,Low,5.39,2.95,
Prima Bayu Apartment,Klang,Selangor,Freehold,Apartment,3,2,370000,321,"1,153",16,68,Moderate,4.20,3.70,1.20,4.30,Low,4.97,2.74,
Tasik Heights Apartment,Bandar Tasik Selatan,Kuala Lumpur,Leasehold,Apartment,3,2,290000,332,873,16,70,Moderate,1.90,3.80,1.70,4.20,High,3.73,5.39,
Pangsapuri Subang Suria,Sungai Buloh,Selangor,Leasehold,Apartment,3,2,270000,342,789,16,75,Low,1.90,3.10,0.80,8.20,Low,4.35,3.69,
SD Tiara Apartment,Bandar Sri Damansara,Selangor,Freehold,Apartment,3,2,322500,384,840,16,71,Moderate,3.80,3.30,0.70,7.30,Low,5.13,2.76,
Desa Pinang 2,Jelutong,Penang,Leasehold,Flat,2,1,257500,423,609,16,83,Low,2.60,9.10,4.90,3.30,Low,4.16,3.63,
Cybersquare,Cyberjaya,Selangor,Freehold,Service Residence,3,2,250000,476,525,16,74,Moderate,0.80,1.40,1.60,2.00,Low,2.80,3.42,
Idaman Seroja,Sungai Ara,Penang,Freehold,Apartment,3,2,249000,383,650,16,76,Low,3.60,9.20,0.80,2.70,Low,3.68,3.02,
VIM 3 @ Desa Park North,Kepong,Kuala Lumpur,Leasehold,Service Residence,3,2,412500,774,533,16,63,Moderate,1.30,2.60,1.20,7.80,Low,3.47,5.26,
Desa Bayan Apartment,Bayan Lepas,Penang,Freehold,Apartment,3,2,345000,486,710,16,80,Low,3.10,2.80,0.80,2.70,Low,4.37,3.39,
Rumah Pangsa Akasia,Ulu Tiram,Johor,Freehold,Flat,2,1,135000,232,582,16,72,Moderate,2.60,3.10,0.70,5.30,Low,3.57,4.99,
Pearl Avenue,Kajang,Selangor,Freehold,Condominium,3,2,330000,301,"1,096",16,75,Low,0.60,3.50,2.40,12.60,Low,5.43,3.55,
Taman Tun Teja,Rawang,Selangor,Leasehold,Flat,2,1,215000,264,814,16,72,Moderate,0.50,8.30,4.90,2.60,Medium,3.87,4.30,
Desa Intan,Ayer Itam,Penang,Freehold,Flat,2,1,195000,307,635,16,78,Low,27.40,1.40,1.00,10.50,Low,4.98,3.87,
Vista Angkasa,Pantai,Kuala Lumpur,Leasehold,Apartment,3,2,330000,406,813,16,64,Moderate,1.90,11.70,3.40,2.00,Low,4.65,4.65,
Desa Green,Jelutong,Penang,Freehold,Apartment,3,2,307500,439,700,16,80,Low,3.90,9.80,1.30,1.50,Medium,5.41,3.00,
Regency Heights Condo,Sungai Ara,Penang,Freehold,Condominium,3,2,502500,396,"1,269",16,74,Moderate,7.80,2.80,0.60,4.60,Low,5.49,3.68,
Golden Hills Resort (Amber Court Apartment),Genting Highlands,Pahang,Freehold,Apartment,3,2,211500,232,912,16,80,Low,8.70,4.70,1.50,5.30,Low,4.86,2.43,
Taman Suria,Penampang,Sabah,Leasehold,Flat,2,1,250000,326,767,16,77,Low,49.90,9.60,2.10,3.80,Low,4.32,2.75,
Skyridge Garden,Tanjong Tokong,Penang,Freehold,Condominium,3,2,835000,633,"1,319",16,83,Low,10.30,6.10,4.00,2.00,Low,4.11,2.88,
Seri Kasturi Apartments,Setia Alam,Selangor,Freehold,Apartment,3,2,390000,407,958,16,77,Low,0.70,3.30,1.00,1.70,Low,4.32,4.07,
Bandar Baru Uda,Johor Bahru,Johor,Leasehold,Flat,2,1,161500,289,559,16,80,Low,4.20,4.30,3.50,2.20,Medium,3.66,5.31,
Austin Suites (Permata Austin),Tebrau,Johor,Freehold,Apartment,3,2,330000,462,714,16,76,Low,13.70,6.00,3.40,11.30,Low,3.72,3.73,
Putra Majestik,Jalan Ipoh,Kuala Lumpur,Freehold,Service Residence,3,2,500000,494,"1,012",16,65,Moderate,7.70,1.90,4.00,3.00,Low,2.36,4.11,
Seri Baiduri,Setia Alam,Selangor,Freehold,Apartment,3,2,357500,386,926,16,76,Low,2.10,3.40,0.60,1.70,Low,3.91,3.97,
Ocean View Resort,Port Dickson,Negeri Sembilan,Freehold,"Condominium, Service Residence",3,2,84000,111,757,16,82,Low,19.30,7.30,1.40,2.70,Low,3.72,1.13,
The Tamarind,Tanjong Tokong,Penang,Freehold,Service Residence,3,2,855000,767,"1,115",16,83,Low,2.10,1.60,2.20,1.50,Low,3.79,4.42,
Delima Intan Apartment,Bukit Minyak,Penang,Freehold,Apartment,3,2,280000,356,787,16,80,Low,29.40,5.90,0.60,2.40,Low,3.98,2.64,
Taman Jati,Kulim,Kedah,Freehold,Flat,2,1,120000,206,583,16,78,Low,9.00,5.00,1.50,3.30,Low,5.19,1.42,
Taman Kajang Perdana,Kajang,Selangor,Leasehold,Flat,2,1,42000,64,656,16,72,Moderate,7.70,2.20,5.50,5.60,High,5.34,3.94,
Endah Ria,Sri Petaling,Kuala Lumpur,Leasehold,Condominium,3,2,307500,320,961,16,67,Moderate,3.10,1.10,1.30,9.80,Low,3.98,4.73,
Putatan Platinum Apartment,Penampang,Sabah,Freehold,Apartment,3,2,294000,346,850,16,77,Low,19.00,4.60,0.60,7.20,Low,5.22,1.93,
Aragreens,Ara Damansara,Selangor,Freehold,Service Residence,3,2,1672200,874,"1,913",16,71,Moderate,2.30,3.80,1.80,1.70,Medium,2.94,3.80,
Vista Mutiara,Kepong,Kuala Lumpur,Leasehold,Apartment,3,2,379000,364,"1,041",16,66,Moderate,1.20,1.50,2.00,2.40,Low,5.32,4.58,
TAMAN PINGGIRAN PUTRA SEKSYEN 2,Seri Kembangan,Selangor,Leasehold,"Terrace House, Bungalow",5,4,590000,291,"2,027",15,67,Moderate,1.00,3.10,1.70,2.80,Low,2.57,3.05,
TAMAN AMANAH,Tanjong Duabelas,Selangor,Freehold,Terrace House,3,2,425000,278,"1,529",15,76,Low,1.10,9.90,3.30,6.60,Low,2.53,3.29,
TAMAN DESA INDAH,Nilai,Negeri Sembilan,Freehold,Terrace House,3,2,393000,239,"1,644",15,82,Low,8.10,3.70,0.70,4.20,Low,2.53,2.65,
TAMAN TUNKU SARINA,Jitra,Kedah,Freehold,Terrace House,3,2,325000,182,"1,786",15,77,Low,27.70,4.00,6.20,2.20,Medium,2.27,1.97,
SS17,Subang Jaya,Selangor,Freehold,Terrace House,3,2,880000,471,"1,868",15,71,Moderate,1.60,3.00,1.20,5.60,High,3.44,3.37,
NUSARI AMAN 1,Bandar Sri Sendayan,Negeri Sembilan,Freehold,Terrace House,3,2,345000,247,"1,397",15,79,Low,5.90,3.90,1.30,2.80,Low,2.15,1.20,
HILL PARK HOME,Kajang,Selangor,Freehold,"Terrace House, Semi D",4,4,600000,407,"1,474",15,72,Moderate,9.20,7.60,0.60,11.30,Low,2.29,5.01,
TAMAN BUKIT SKUDAI @ D CARLTON HEIGHTS,Skudai,Johor,"Leasehold, Freehold",Cluster House,4,3,1050000,415,"2,530",15,80,Low,13.90,6.40,1.00,7.70,Low,3.51,2.69,
"P/L 2366, 2367, 3694, 3752 & 4169",Kuantan,Pahang,Freehold,Terrace House,3,2,468880,305,"1,537",15,77,Low,44.40,3.60,5.60,4.50,Medium,2.90,1.70,
"TAMAN SRI MEWAH, MERU",Kapar,Selangor,Freehold,Terrace House,3,2,610000,441,"1,383",15,70,Moderate,13.70,2.10,1.20,1.80,High,3.33,4.07,
KOTA SERIBONG,Padang Enggang,Kelantan,Leasehold,Terrace House,3,2,470000,361,"1,302",15,76,Low,7.90,17.10,0.60,5.80,Low,3.11,1.79,
TAMAN TASEK GELUGOR UTAMA (SCIENTEX),Tasek Gelugor,Penang,Freehold,Terrace House,3,2,310000,294,"1,054",15,75,Low,4.00,2.80,5.00,2.60,Low,2.32,4.73,
REGENT PARK,Miri,Sarawak,Leasehold,Terrace House,3,2,338888,233,"1,454",15,83,Low,26.30,5.80,1.50,6.40,Low,4.02,3.36,
TAMAN SERI WAWASAN 3,Teras,Pahang,Freehold,Terrace House,3,2,538000,299,"1,799",15,86,Very Low,22.90,3.70,0.80,2.50,Low,2.13,2.85,
TAMAN PLATINUM (RESIDENSI GATE),Dengkil,Selangor,Freehold,Terrace House,3,2,737800,460,"1,604",15,67,Moderate,0.90,5.00,0.80,4.90,Low,3.67,5.34,
SALAK SOUTH GARDEN (TAMAN SALAK SELATAN),Salak Selatan,Kuala Lumpur,Freehold,Terrace House,3,2,550000,349,"1,576",15,69,Moderate,4.70,1.70,3.50,12.90,Low,2.58,4.73,
TAMAN KARISMA IMPIAN,Sitiawan,Perak,Freehold,Terrace House,3,2,298800,193,"1,548",15,74,Moderate,8.80,5.70,1.20,2.60,Low,2.13,2.58,
PINGGIRAN PUTRA 4 (PL 3178),Kuantan,Pahang,Freehold,Terrace House,3,2,335000,157,"2,134",15,78,Low,8.80,3.70,1.00,5.70,Medium,2.81,2.92,
TAMAN INTAN DUYUNG,Port Dickson,Negeri Sembilan,Leasehold,Terrace House,3,2,220000,150,"1,467",15,77,Low,16.50,5.80,4.80,3.50,Low,3.99,1.91,
TAMAN EHSAN JAYA,Johor Bahru,Johor,Leasehold,Terrace House,3,2,778000,455,"1,710",15,72,Moderate,6.40,4.60,1.50,4.40,Low,3.21,2.85,
TAMAN SENAWANG PERDANA,Rantau,Negeri Sembilan,Freehold,Bungalow,6,6,715000,172,"4,157",15,79,Low,18.00,4.40,1.40,4.00,Low,2.96,1.90,
TAMAN SRI PERDANA,Lahad Datu,Sabah,Leasehold,"Semi D, Terrace House",4,4,550000,191,"2,880",15,78,Low,6.40,7.20,4.70,3.10,Medium,2.42,3.24,
TAMAN BUKIT FLORA,Batu Pahat,Johor,Freehold,Terrace House,3,2,245000,236,"1,038",15,76,Low,13.60,1.10,1.50,4.60,Low,2.34,4.41,
TAMAN KOTA LAKSAMANA SEKSYEN 1,Melaka City,Melaka,Leasehold,"Town House, Terrace House",3,2,470000,279,"1,685",15,82,Low,9.60,4.10,2.60,18.30,Low,4.05,3.28,
SETIA PULAU MUTIARA,Bayan Lepas,Penang,Freehold,Terrace House,3,2,1331000,686,"1,940",15,78,Low,1.80,9.70,0.80,9.80,Low,3.82,3.03,
TAMAN DESA DAMAI,Bukit Mertajam,Penang,Freehold,"Semi D, Terrace House",4,4,499800,281,"1,779",15,73,Moderate,14.20,4.70,1.40,4.60,Low,3.88,3.33,
TAMAN MAYANG LESTARI,Jasin,Melaka,Leasehold,"Cluster House, Terrace House",4,3,285000,164,"1,738",15,75,Low,51.70,9.20,1.50,3.40,Low,4.12,2.77,
TAMAN SRI JAYA 1 & 2,Kluang,Johor,Freehold,Terrace House,3,2,250000,169,"1,479",15,72,Moderate,12.90,3.00,1.80,2.30,Medium,3.81,2.76,
BANDAR BARU KANGKAR PULAI,Skudai,Johor,Leasehold,"Cluster House, Terrace House",4,3,498000,239,"2,084",15,72,Moderate,10.90,7.90,2.20,5.50,Low,3.34,4.96,
TAMAN BERSATU,Simpang Pulai,Perak,Leasehold,Terrace House,3,2,199000,204,975,15,81,Low,21.00,3.80,1.90,2.00,Low,3.98,1.07,
TAMAN BUNGA RAYA,Setapak,Kuala Lumpur,Freehold,Terrace House,3,2,520000,363,"1,433",15,72,Moderate,2.50,1.20,1.60,3.60,Low,4.16,2.63,
PULAU SERAI / G BINJAI / DARAT PELANDANG,Dungun,Terengganu,Freehold,"Bungalow, Semi D",4,3,340000,111,"3,063",15,87,Very Low,6.40,6.20,0.60,3.80,High,3.41,2.73,
TAMAN DELIMA,Sungai Petani,Kedah,Freehold,"Terrace House, Semi D",4,4,260000,115,"2,261",15,84,Low,12.90,4.10,7.00,4.80,Medium,2.25,1.12,
TAMAN MALURI,Cheras,Kuala Lumpur,Leasehold,Terrace House,3,2,780000,303,"2,574",15,69,Moderate,1.70,4.50,1.10,1.90,Low,3.81,3.65,
TAMAN INTAN MAS I & III,Teluk Intan,Perak,"Leasehold, Freehold",Terrace House,3,2,476888,255,"1,870",15,79,Low,9.50,14.70,1.00,3.70,Low,2.25,2.91,
TAMAN TASIK SEMENYIH,Semenyih,Selangor,Leasehold,Terrace House,3,2,465000,150,"3,100",15,71,Moderate,3.70,4.10,0.50,8.10,Low,3.95,4.26,
SEKSYEN 5 - KOTA DAMANSARA,Kota Damansara,Selangor,Leasehold,Terrace House,3,2,930000,528,"1,761",15,74,Moderate,2.20,3.30,1.00,1.80,Medium,2.37,2.55,
NUSA DUTA,Skudai,Johor,Freehold,"Cluster House, Semi D",4,4,1350000,397,"3,401",15,78,Low,1.50,1.50,3.90,6.10,Low,3.61,4.15,
TAMAN TERENDAK PERMAI,Sungai Udang,Melaka,Freehold,Terrace House,3,2,270000,175,"1,543",15,83,Low,8.70,4.40,0.60,6.20,Low,3.50,3.03,
TAMAN KANTAN PERMAI,Kajang,Selangor,Leasehold,Terrace House,3,2,370000,361,"1,025",15,73,Moderate,3.40,3.50,1.30,3.30,Low,3.00,2.87,
